;$FILEVERSION=1.1
;$STARTTIME=44475.4114990394
;
;   C:\Users\uukucp\Desktop\log_reset_hmi\su12_resetr.trc
;
;   Start time: 06.10.2021 09:52:33.517.0
;   Generated by PCAN-View v4.2.5.569
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1726)      7288.3  Rx         0762  1  05 
  1727)      7313.0  Rx         0708  0  RTR
  1728)      7313.3  Rx         0708  1  05 
  1729)      7313.5  Rx         0748  0  RTR
  1730)      7313.6  Rx         0763  0  RTR
  1731)      7314.1  Rx         0748  1  85 
  1732)      7317.8  Rx         0763  1  05 
  1733)      7323.3  Rx         0300  8  46 80 00 00 00 00 00 00 
  1734)      7332.8  Rx         0287  8  86 00 00 00 00 00 00 00 
  1735)      7343.0  Rx         0709  0  RTR
  1736)      7343.3  Rx         0709  1  05 
  1737)      7343.5  Rx         0749  0  RTR
  1738)      7343.6  Rx         0764  0  RTR
  1739)      7347.9  Rx         0749  1  05 
  1740)      7349.0  Rx         0764  1  05 
  1741)      7373.0  Rx         070A  0  RTR
  1742)      7373.3  Rx         070A  1  85 
  1743)      7373.5  Rx         074A  0  RTR
  1744)      7373.7  Rx         0765  0  RTR
  1745)      7374.1  Rx         0300  8  47 80 00 00 00 00 00 00 
  1746)      7377.2  Rx         074A  1  85 
  1747)      7380.2  Rx         0765  1  05 
  1748)      7381.3  Rx         0288  8  87 00 00 00 00 00 00 00 
  1749)      7403.0  Rx         070B  0  RTR
  1750)      7403.3  Rx         070B  1  85 
  1751)      7403.5  Rx         074B  0  RTR
  1752)      7403.7  Rx         0766  0  RTR
  1753)      7406.7  Rx         074B  1  05 
  1754)      7412.1  Rx         0766  1  05 
  1755)      7423.3  Rx         0300  8  48 80 00 00 00 00 00 00 
  1756)      7426.3  Rx         0289  8  88 00 00 00 00 00 00 00 
  1757)      7433.1  Rx         070C  0  RTR
  1758)      7433.2  Rx         074C  0  RTR
  1759)      7433.4  Rx         0767  0  RTR
  1760)      7434.0  Rx         070C  1  85 
  1761)      7436.1  Rx         074C  1  05 
  1762)      7438.3  Rx         0767  1  05 
  1763)      7463.1  Rx         070D  0  RTR
  1764)      7463.3  Rx         070D  1  85 
  1765)      7463.5  Rx         074D  0  RTR
  1766)      7463.7  Rx         0768  0  RTR
  1767)      7464.1  Rx         074D  1  05 
  1768)      7468.6  Rx         0768  1  05 
  1769)      7473.3  Rx         0300  8  49 80 00 00 00 00 00 00 
  1770)      7479.1  Rx         028A  8  89 00 00 00 00 00 00 00 
  1771)      7493.1  Rx         070E  0  RTR
  1772)      7493.2  Rx         074E  0  RTR
  1773)      7493.5  Rx         070E  1  05 
  1774)      7493.6  Rx         0769  0  RTR
  1775)      7493.9  Rx         074E  1  85 
  1776)      7497.1  Rx         0769  1  05 
  1777)      7523.0  Rx         070F  0  RTR
  1778)      7523.3  Rx         074F  0  RTR
  1779)      7523.4  Rx         076A  0  RTR
  1780)      7523.9  Rx         0300  8  4A 80 00 00 00 00 00 00 
  1781)      7524.2  Rx         070F  1  05 
  1782)      7525.2  Rx         076A  1  05 
  1783)      7526.0  Rx         074F  1  05 
  1784)      7528.2  Rx         028B  8  8A 00 00 00 00 00 00 00 
  1785)      7553.0  Rx         0710  0  RTR
  1786)      7553.3  Rx         0750  0  RTR
  1787)      7553.5  Rx         0710  1  05 
  1788)      7553.7  Rx         076B  0  RTR
  1789)      7555.0  Rx         0750  1  85 
  1790)      7559.5  Rx         076B  1  05 
  1791)      7573.3  Rx         0300  8  4B 80 00 00 00 00 00 00 
  1792)      7579.0  Rx         028C  8  8B 00 00 00 00 00 00 00 
  1793)      7583.0  Rx         0711  0  RTR
  1794)      7583.3  Rx         0711  1  05 
  1795)      7583.5  Rx         0751  0  RTR
  1796)      7583.7  Rx         076C  0  RTR
  1797)      7588.5  Rx         0751  1  05 
  1798)      7592.5  Rx         076C  1  05 
  1799)      7613.1  Rx         0712  0  RTR
  1800)      7613.2  Rx         0752  0  RTR
  1801)      7613.5  Rx         0712  1  85 
  1802)      7613.7  Rx         076D  0  RTR
  1803)      7617.6  Rx         0752  1  05 
  1804)      7619.6  Rx         076D  1  05 
  1805)      7623.4  Rx         0300  8  4C 80 00 00 00 00 00 00 
  1806)      7632.2  Rx         028D  8  8C 00 00 00 00 00 00 00 
  1807)      7643.1  Rx         0713  0  RTR
  1808)      7643.3  Rx         0713  1  85 
  1809)      7643.5  Rx         0753  0  RTR
  1810)      7643.7  Rx         076E  0  RTR
  1811)      7646.0  Rx         0753  1  05 
  1812)      7652.8  Rx         076E  1  05 
  1813)      7673.1  Rx         0714  0  RTR
  1814)      7673.3  Rx         0714  1  85 
  1815)      7673.5  Rx         076F  0  RTR
  1816)      7674.0  Rx         0300  8  4D 80 00 00 00 00 00 00 
  1817)      7678.9  Rx         076F  1  05 
  1818)      7680.9  Rx         028E  8  8D 00 00 00 00 00 00 00 
  1819)      7703.0  Rx         0701  0  RTR
  1820)      7703.3  Rx         0701  1  85 
  1821)      7703.5  Rx         0741  0  RTR
  1822)      7703.7  Rx         0770  0  RTR
  1823)      7705.1  Rx         0741  1  05 
  1824)      7708.6  Rx         0770  1  05 
  1825)      7723.4  Rx         0300  8  4E 80 00 00 00 00 00 00 
  1826)      7730.1  Rx         028F  8  8E 00 00 00 00 00 00 00 
  1827)      7733.0  Rx         0702  0  RTR
  1828)      7733.3  Rx         0702  1  05 
  1829)      7733.5  Rx         0742  0  RTR
  1830)      7733.7  Rx         0771  0  RTR
  1831)      7735.6  Rx         0742  1  05 
  1832)      7743.0  Rx         0771  1  05 
  1833)      7763.1  Rx         0703  0  RTR
  1834)      7763.2  Rx         0743  0  RTR
  1835)      7763.5  Rx         0703  1  05 
  1836)      7763.7  Rx         0772  0  RTR
  1837)      7765.0  Rx         0743  1  05 
  1838)      7766.7  Rx         0772  1  05 
  1839)      7773.4  Rx         0300  8  4F 80 00 00 00 00 00 00 
  1840)      7779.9  Rx         0290  8  4F 5A 1F 00 05 00 05 00 
  1841)      7789.9  Rx         0290  8  4F 5A 20 00 05 00 00 00 
  1842)      7793.1  Rx         0704  0  RTR
  1843)      7793.3  Rx         0704  1  05 
  1844)      7793.5  Rx         0744  0  RTR
  1845)      7793.7  Rx         0773  0  RTR
  1846)      7797.8  Rx         0744  1  85 
  1847)      7799.9  Rx         0290  8  4F 5A 21 00 03 02 FE 01 
  1848)      7803.2  Rx         0773  1  05 
  1849)      7809.9  Rx         0290  8  4F 5A 15 00 F5 FF E6 FF 
  1850)      7819.9  Rx         0290  8  CF 5A 16 00 EC FF 00 00 
  1851)      7823.1  Rx         0705  0  RTR
  1852)      7823.3  Rx         0705  1  05 
  1853)      7823.5  Rx         0745  0  RTR
  1854)      7823.7  Rx         0774  0  RTR
  1855)      7824.2  Rx         0300  8  50 80 00 00 00 00 00 00 
  1856)      7828.1  Rx         0745  1  05 
  1857)      7829.0  Rx         0291  8  90 00 00 00 00 00 00 00 
  1858)      7830.4  Rx         0774  1  05 
  1859)      7853.1  Rx         0706  0  RTR
  1860)      7853.3  Rx         0706  1  85 
  1861)      7853.5  Rx         0746  0  RTR
  1862)      7856.4  Rx         0746  1  85 
  1863)      7873.2  Rx         0000  2  81 54 
  1864)      7873.6  Rx         0300  8  51 80 00 00 00 00 00 00 
  1865)      7882.0  Rx         0292  8  91 00 00 00 00 00 00 00 
  1866)      7883.1  Rx         0707  0  RTR
  1867)      7883.3  Rx         0707  1  85 
  1868)      7883.5  Rx         0747  0  RTR
  1869)      7883.7  Rx         0761  0  RTR
  1870)      7885.1  Rx         0747  1  05 
  1871)      7891.2  Rx         0761  1  85 
  1872)      7913.0  Rx         0708  0  RTR
  1873)      7913.3  Rx         0708  1  85 
  1874)      7913.5  Rx         0748  0  RTR
  1875)      7913.7  Rx         0762  0  RTR
  1876)      7914.1  Rx         0748  1  05 
  1877)      7918.3  Rx         0762  1  85 
  1878)      7923.4  Rx         0300  8  52 80 00 00 00 00 00 00 
  1879)      7927.6  Rx         0293  8  92 00 00 00 00 00 00 00 
  1880)      7943.1  Rx         0709  0  RTR
  1881)      7943.3  Rx         0709  1  85 
  1882)      7943.5  Rx         0749  0  RTR
  1883)      7943.7  Rx         0763  0  RTR
  1884)      7947.8  Rx         0763  1  85 
  1885)      7948.0  Rx         0749  1  85 
  1886)      7973.1  Rx         070A  0  RTR
  1887)      7973.2  Rx         074A  0  RTR
  1888)      7973.5  Rx         0764  0  RTR
  1889)      7974.0  Rx         0300  8  53 80 00 00 00 00 00 00 
  1890)      7974.2  Rx         070A  1  05 
  1891)      7977.2  Rx         074A  1  05 
  1892)      7979.0  Rx         0764  1  85 
  1893)      7979.5  Rx         0294  8  93 00 00 00 00 00 00 00 
  1894)      8003.1  Rx         070B  0  RTR
  1895)      8003.3  Rx         070B  1  05 
  1896)      8003.5  Rx         074B  0  RTR
  1897)      8003.7  Rx         0765  0  RTR
  1898)      8006.6  Rx         074B  1  85 
  1899)      8010.2  Rx         0765  1  85 
  1900)      8023.4  Rx         0300  8  40 80 00 00 00 00 00 00 
  1901)      8027.1  Rx         0281  8  80 00 00 00 00 00 00 00 
  1902)      8033.1  Rx         070C  0  RTR
  1903)      8033.3  Rx         070C  1  05 
  1904)      8033.5  Rx         074C  0  RTR
  1905)      8033.7  Rx         0766  0  RTR
  1906)      8042.1  Rx         0766  1  85 
  1907)      8056.6  Rx         0260  4  08 23 E1 16 
  1908)      8057.3  Rx         0349  8  28 25 E1 16 00 00 00 00 
  1909)      8063.1  Rx         070D  0  RTR
  1910)      8063.3  Rx         070D  1  05 
  1911)      8063.5  Rx         074D  0  RTR
  1912)      8063.7  Rx         0767  0  RTR
  1913)      8064.0  Rx         074D  1  85 
  1914)      8068.3  Rx         0767  1  85 
  1915)      8073.4  Rx         0300  8  41 80 00 00 00 00 00 00 
  1916)      8083.5  Rx         0282  8  81 00 00 00 00 00 00 00 
  1917)      8093.0  Rx         070E  0  RTR
  1918)      8093.3  Rx         070E  1  85 
  1919)      8093.5  Rx         074E  0  RTR
  1920)      8093.7  Rx         0768  0  RTR
  1921)      8093.9  Rx         074E  1  05 
  1922)      8098.6  Rx         0768  1  85 
  1923)      8123.1  Rx         070F  0  RTR
  1924)      8123.3  Rx         070F  1  85 
  1925)      8123.5  Rx         074F  0  RTR
  1926)      8123.7  Rx         0769  0  RTR
  1927)      8124.2  Rx         0300  8  42 80 00 00 00 00 00 00 
  1928)      8126.0  Rx         074F  1  85 
  1929)      8127.1  Rx         0769  1  85 
  1930)      8133.5  Rx         0283  8  82 00 00 00 00 00 00 00 
  1931)      8153.1  Rx         0710  0  RTR
  1932)      8153.3  Rx         0710  1  85 
  1933)      8153.5  Rx         0750  0  RTR
  1934)      8153.7  Rx         076A  0  RTR
  1935)      8155.0  Rx         0750  1  05 
  1936)      8155.3  Rx         076A  1  85 
  1937)      8173.4  Rx         0300  8  43 80 00 00 00 00 00 00 
  1938)      8179.5  Rx         0284  8  83 00 00 00 00 00 00 00 
  1939)      8183.1  Rx         0711  0  RTR
  1940)      8183.3  Rx         0711  1  85 
  1941)      8183.5  Rx         0751  0  RTR
  1942)      8183.7  Rx         076B  0  RTR
  1943)      8188.5  Rx         0751  1  85 
  1944)      8189.6  Rx         076B  1  85 
  1945)      8213.1  Rx         0712  0  RTR
  1946)      8213.3  Rx         0752  0  RTR
  1947)      8213.5  Rx         076C  0  RTR
  1948)      8214.0  Rx         0712  1  05 
  1949)      8217.5  Rx         0752  1  85 
  1950)      8222.5  Rx         076C  1  85 
  1951)      8223.4  Rx         0300  8  44 80 00 00 00 00 00 00 
  1952)      8231.1  Rx         0285  8  84 00 00 00 00 00 00 00 
  1953)      8243.1  Rx         0713  0  RTR
  1954)      8243.3  Rx         0713  1  05 
  1955)      8243.5  Rx         0753  0  RTR
  1956)      8243.7  Rx         076D  0  RTR
  1957)      8245.9  Rx         0753  1  85 
  1958)      8249.6  Rx         076D  1  85 
  1959)      8273.1  Rx         0714  0  RTR
  1960)      8273.3  Rx         076E  0  RTR
  1961)      8273.8  Rx         0300  8  45 80 00 00 00 00 00 00 
  1962)      8274.0  Rx         0714  1  05 
  1963)      8275.9  Rx         0286  8  85 00 00 00 00 00 00 00 
  1964)      8282.9  Rx         076E  1  85 
  1965)      8303.1  Rx         0701  0  RTR
  1966)      8303.3  Rx         0701  1  05 
  1967)      8303.5  Rx         0741  0  RTR
  1968)      8303.7  Rx         076F  0  RTR
  1969)      8305.0  Rx         0741  1  85 
  1970)      8308.9  Rx         076F  1  85 
  1971)      8323.4  Rx         0300  8  46 80 00 00 00 00 00 00 
  1972)      8332.7  Rx         0287  8  86 00 00 00 00 00 00 00 
  1973)      8333.1  Rx         0702  0  RTR
  1974)      8333.3  Rx         0742  0  RTR
  1975)      8333.5  Rx         0702  1  85 
  1976)      8333.7  Rx         0770  0  RTR
  1977)      8335.6  Rx         0742  1  85 
  1978)      8338.7  Rx         0770  1  85 
  1979)      8363.1  Rx         0703  0  RTR
  1980)      8363.3  Rx         0703  1  85 
  1981)      8363.5  Rx         0743  0  RTR
  1982)      8363.7  Rx         0771  0  RTR
  1983)      8365.0  Rx         0743  1  85 
  1984)      8373.0  Rx         0771  1  85 
  1985)      8373.5  Rx         0300  8  47 80 00 00 00 00 00 00 
  1986)      8381.2  Rx         0288  8  87 00 00 00 00 00 00 00 
  1987)      8393.1  Rx         0704  0  RTR
  1988)      8393.3  Rx         0704  1  85 
  1989)      8393.5  Rx         0744  0  RTR
  1990)      8393.7  Rx         0772  0  RTR
  1991)      8396.7  Rx         0772  1  85 
  1992)      8397.8  Rx         0744  1  05 
  1993)      8423.1  Rx         0705  0  RTR
  1994)      8423.3  Rx         0745  0  RTR
  1995)      8423.4  Rx         0773  0  RTR
  1996)      8424.0  Rx         0300  8  48 80 00 00 00 00 00 00 
  1997)      8424.2  Rx         0705  1  85 
  1998)      8426.3  Rx         0289  8  88 00 00 00 00 00 00 00 
  1999)      8428.1  Rx         0745  1  85 
  2000)      8433.2  Rx         0773  1  85 
  2001)      8453.1  Rx         0706  0  RTR
  2002)      8453.3  Rx         0706  1  05 
  2003)      8453.5  Rx         0746  0  RTR
  2004)      8453.7  Rx         0774  0  RTR
  2005)      8456.4  Rx         0746  1  05 
  2006)      8460.4  Rx         0774  1  85 
  2007)      8473.4  Rx         0300  8  49 80 00 00 00 00 00 00 
  2008)      8478.7  Rx         028A  8  89 00 00 00 00 00 00 00 
  2009)      8483.1  Rx         0707  0  RTR
  2010)      8483.3  Rx         0747  0  RTR
  2011)      8483.5  Rx         0707  1  05 
  2012)      8485.1  Rx         0747  1  85 
  2013)      8513.1  Rx         0708  0  RTR
  2014)      8513.3  Rx         0708  1  05 
  2015)      8513.5  Rx         0748  0  RTR
  2016)      8513.7  Rx         0761  0  RTR
  2017)      8514.1  Rx         0748  1  85 
  2018)      8521.2  Rx         0761  1  05 
  2019)      8523.4  Rx         0300  8  4A 80 00 00 00 00 00 00 
  2020)      8528.2  Rx         028B  8  8A 00 00 00 00 00 00 00 
  2021)      8543.1  Rx         0709  0  RTR
  2022)      8543.3  Rx         0709  1  05 
  2023)      8543.5  Rx         0749  0  RTR
  2024)      8543.7  Rx         0762  0  RTR
  2025)      8547.9  Rx         0749  1  05 
  2026)      8548.2  Rx         0762  1  05 
  2027)      8573.1  Rx         070A  0  RTR
  2028)      8573.3  Rx         074A  0  RTR
  2029)      8573.5  Rx         0763  0  RTR
  2030)      8574.0  Rx         0300  8  4B 80 00 00 00 00 00 00 
  2031)      8574.2  Rx         070A  1  85 
  2032)      8577.2  Rx         074A  1  85 
  2033)      8577.9  Rx         0763  1  05 
  2034)      8579.0  Rx         028C  8  8B 00 00 00 00 00 00 00 
  2035)      8603.1  Rx         070B  0  RTR
  2036)      8603.3  Rx         070B  1  85 
  2037)      8603.5  Rx         074B  0  RTR
  2038)      8603.7  Rx         0764  0  RTR
  2039)      8606.6  Rx         074B  1  05 
  2040)      8609.0  Rx         0764  1  05 
  2041)      8623.4  Rx         0300  8  4C 80 00 00 00 00 00 00 
  2042)      8632.2  Rx         028D  8  8C 00 00 00 00 00 00 00 
  2043)      8633.1  Rx         070C  0  RTR
  2044)      8633.3  Rx         074C  0  RTR
  2045)      8633.5  Rx         0765  0  RTR
  2046)      8633.7  Rx         070C  1  85 
  2047)      8636.0  Rx         074C  1  05 
  2048)      8640.2  Rx         0765  1  05 
  2049)      8663.1  Rx         070D  0  RTR
  2050)      8663.3  Rx         070D  1  85 
  2051)      8663.5  Rx         074D  0  RTR
  2052)      8663.7  Rx         0766  0  RTR
  2053)      8664.0  Rx         074D  1  05 
  2054)      8672.1  Rx         0766  1  05 
  2055)      8673.4  Rx         0300  8  4D 80 00 00 00 00 00 00 
  2056)      8680.8  Rx         028E  8  8D 00 00 00 00 00 00 00 
  2057)      8693.1  Rx         070E  0  RTR
  2058)      8693.3  Rx         070E  1  05 
  2059)      8693.5  Rx         074E  0  RTR
  2060)      8693.7  Rx         0767  0  RTR
  2061)      8693.9  Rx         074E  1  85 
  2062)      8698.3  Rx         0767  1  05 
  2063)      8723.1  Rx         070F  0  RTR
  2064)      8723.3  Rx         070F  1  05 
  2065)      8723.5  Rx         074F  0  RTR
  2066)      8723.7  Rx         0768  0  RTR
  2067)      8724.2  Rx         0300  8  4E 80 00 00 00 00 00 00 
  2068)      8726.0  Rx         074F  1  05 
  2069)      8728.6  Rx         0768  1  05 
  2070)      8730.1  Rx         028F  8  8E 00 00 00 00 00 00 00 
  2071)      8753.1  Rx         0710  0  RTR
  2072)      8753.3  Rx         0710  1  05 
  2073)      8753.5  Rx         0750  0  RTR
  2074)      8753.7  Rx         0769  0  RTR
  2075)      8755.0  Rx         0750  1  85 
  2076)      8757.2  Rx         0769  1  05 
  2077)      8773.4  Rx         0300  8  4F 80 00 00 00 00 00 00 
  2078)      8780.0  Rx         0290  8  CF 5A 17 00 C1 01 C1 01 
  2079)      8783.1  Rx         0711  0  RTR
  2080)      8783.3  Rx         0711  1  05 
  2081)      8783.5  Rx         0751  0  RTR
